I (A),U (V),SEM_I (A),SEM_U (V)
0.0033822091886608016,1.8849462365591396,1.4388662212981169e-05,0.003826909767753206
0.0033626588465298143,1.8795698924731183,1.0558391493007234e-05,0.0031655056868559136
0.0032942326490713585,1.8967741935483868,6.422418815388414e-05,0.01753710368849473
0.003391984359726295,1.8731182795698924,7.981393752959141e-06,0.008910252971079557
0.003391984359726295,1.8688172043010753,1.0558391493007257e-05,0.011000723479012845
0.0034164222873900294,1.8817204301075268,1.3824179495338174e-05,0.003826909767753095
0.0034164222873900294,1.8634408602150536,6.912089747669138e-06,0.02215853980799099
0.0034506353861192573,1.8817204301075268,1.0558391493007257e-05,0.002322846128461622
0.0034408602150537634,1.8903225806451613,7.981393752959022e-06,0.004023287512660054
0.0034750733137829913,1.8655913978494627,1.1972090629439007e-05,0.017820505942159195
0.0034799608993157385,1.8784946236559137,3.990696876479511e-06,0.0008779533128254386
0.003494623655913978,1.8870967741935483,1.0558391493007257e-05,0.001520659744487229
0.0035141739980449663,1.8784946236559137,3.990696876479511e-06,0.000877953312825499
0.0036217008797653958,1.8623655913978494,8.380463440607162e-05,0.0188913031585726
0.003528836754643206,1.886021505376344,7.98139375295914e-06,0.004645692256923175
0.0035483870967741933,1.8838709677419356,1.3824179495338174e-05,0.0040232875126602115
0.003563049853372434,1.8827956989247312,6.912089747669138e-06,0.004645692256923221
0.0035728250244379273,1.8688172043010756,7.981393752959141e-06,0.00977647433475696
0.0035728250244379273,1.8817204301075268,1.0558391493007257e-05,0.0076538195355063225
0.003607038123167155,1.8817204301075268,6.912089747669138e-06,0.002322846128461553
0.0035923753665689146,1.8903225806451613,1.197209062943877e-05,0.001520659744487177
0.0035874877810361683,1.8903225806451613,2.2219259851720167e-05,0.006628402153730202
0.003641251221896383,1.886021505376344,2.2219259851720167e-05,0.006857034576956582
0.0035434995112414466,1.9118279569892473,9.97674219119899e-05,0.02019292619498678
0.0035874877810361683,1.9021505376344086,4.6022961524358195e-05,0.011000723479012726
0.0036559139784946237,1.87741935483871,3.990696876479511e-06,0.009249812115099525
0.003641251221896383,1.8838709677419354,3.266526173959503e-05,0.021559072748132794
0.0035972629521016618,1.9129032258064516,7.390874045105083e-05,0.017136965000547642
0.0036314760508308896,1.9032258064516128,2.79348781353572e-05,0.008466675133345966
0.0036608015640273704,1.9021505376344088,5.233749887327801e-05,0.011000723479012852
0.00375366568914956,1.8698924731182796,1.197209062943877e-05,0.011413393066731609
0.0036950146627565982,1.8634408602150536,4.8384628233683584e-05,0.02730138371690621
0.003782991202346041,1.8838709677419354,1.3824179495338174e-05,0.002633859938476648
0.0036656891495601175,1.9193548387096773,6.593713374013701e-05,0.014664711502135256
0.003787878787878788,1.8892473118279571,1.0558391493007323e-05,0.0008779533128255897
0.003792766373411535,1.8913978494623656,3.990696876479511e-06,0.000877953312825499
0.003812316715542522,1.8903225806451616,6.912089747669138e-06,0.004023287512660133
0.003807429130009775,1.8946236559139784,7.981393752959258e-06,0.003826909767753158
0.003826979472140762,1.896774193548387,1.3824179495338174e-05,0.001520659744487229
0.0037194525904203322,1.9365591397849464,8.779533128255114e-05,0.01709192690690515
0.0038514173998044966,1.89247311827957,1.0558391493007234e-05,0.0046456922569232326
0.0038709677419354834,1.8817204301075268,6.912089747669138e-06,0.008646837334634238
0.0037047898338220917,1.9322580645161291,6.641843307474585e-05,0.014506169422830149
0.003885630498533724,1.8935483870967742,1.3824179495338174e-05,0.003041319488974406
0.0039100684261974585,1.9129032258064516,3.990696876479629e-06,0.013515919451587734
0.003924731182795699,1.8903225806451616,1.0558391493007323e-05,0.002633859938476588
0.003929618768328446,1.881720430107527,1.3824179495338174e-05,0.00916610168641179
0.0038367546432062564,1.9236559139784948,6.039020199690663e-05,0.014452935594018546
0.003963831867057673,1.8946236559139786,1.5962787505918282e-05,0.0046456922569231875
0.003949169110459433,1.9000000000000001,1.438866221298109e-05,0.0026338599384765574
0.003998044965786902,1.8978494623655913,8.642415907380153e-05,0.024251225554175207
0.003954056695992179,1.9043010752688172,3.409652905906862e-05,0.008779533128255081
0.0038758553274682306,1.9279569892473116,7.9514071957722e-05,0.015231920688799827
0.003988269794721408,1.9043010752688172,6.143599750721669e-05,0.012933059894386204
0.004081133919843598,1.8806451612903226,4.050114986854363e-05,0.009249812115099645
0.00396871945259042,1.9107526881720431,5.796822051045033e-05,0.01275300851229912
0.004154447702834799,1.8698924731182796,7.582324065311236e-05,0.01931497288216128
0.004051808406647117,1.8870967741935487,1.9953484382398026e-05,0.01244713645461318
0.0040860215053763445,1.881720430107527,7.981393752959258e-06,0.010125051535358818
0.004090909090909091,1.8655913978494623,6.912089747669138e-06,0.01151424975212113
0.004115347018572825,1.9161290322580644,7.981393752959258e-06,0.011876732276545482
0.004022482893450635,1.9129032258064518,4.22335659720292e-05,0.007901579815429702
0.0041348973607038125,1.9010752688172043,0.0,0.002322846128461519
0.004144672531769306,1.898924731182796,3.990696876479511e-06,0.0017559066256510585
0.004130009775171066,1.9010752688172043,1.0558391493007257e-05,0.0046456922569232326
0.004090909090909091,1.9161290322580644,4.316598663894366e-05,0.010965633362565098
0.004188660801564027,1.8913978494623656,1.055839149300721e-05,0.006145673189778654
0.0041984359726295216,1.8956989247311826,3.990696876479747e-06,0.0035118132513020867
0.0041984359726295216,1.888172043010753,3.990696876479747e-06,0.011000723479012845
0.004217986314760508,1.9021505376344086,3.990696876479511e-06,0.000877953312825499
0.004242424242424242,1.8763440860215053,3.990696876479511e-06,0.016259922899231113
0.004354838709677419,1.8634408602150538,7.789529545703442e-05,0.01675028164236263
0.004257086999022482,1.8892473118279571,3.990696876479747e-06,0.010125051535358812
0.004173998044965787,1.9150537634408602,4.9038504214051466e-05,0.006145673189778523
0.00427663734115347,1.8999999999999997,1.0558391493007435e-05,1.2819751242557095e-16
0.004271749755620723,1.8967741935483868,1.4388662212981252e-05,0.003041319488974354
0.004305962854349951,1.9193548387096773,3.990696876479511e-06,0.016448450043847627
0.004413489736070381,1.8688172043010753,0.00010228958717720624,0.032126373964582955
0.004433040078201368,1.872043010752688,8.77953312825509e-05,0.01675028164236258
0.004310850439882698,1.9086021505376347,1.3824179495338276e-05,0.0038269097677531994
0.004325513196480938,1.9053763440860214,3.012910069877328e-05,0.004645692256923221
0.004374389051808407,1.9043010752688172,3.990696876479511e-06,0.002322846128461519
0.004340175953079179,1.9129032258064518,2.3944181258877773e-05,0.006968538385384763
0.004403714565004888,1.9204301075268815,3.990696876479511e-06,0.015532579698939404
0.004403714565004887,1.90752688172043,3.990696876479511e-06,0.0023228461284616787
0.004418377321603128,1.8978494623655913,7.981393752959022e-06,0.0031655056868557965
0.004364613880742913,1.9365591397849464,2.6168749436638877e-05,0.01729367466926852
0.004472140762463343,1.896774193548387,3.6575341024183015e-05,0.006628402153730105
0.004467253176930596,1.9010752688172043,3.990696876479511e-06,0.0008779533128255595
0.004467253176930596,1.9053763440860216,3.990696876479511e-06,0.002322846128461633
0.004462365591397849,1.898924731182796,2.7934878135356982e-05,0.009166101686411755
0.004530791788856305,1.8903225806451613,0.0,0.003041319488974354
0.004462365591397849,1.9172043010752688,2.2219259851720082e-05,0.004645692256923244
0.0045259042033235575,1.9043010752688172,7.981393752959258e-06,0.003826909767753047
0.004516129032258064,1.9247311827956988,6.912089747669138e-06,0.01901331499623624
0.004530791788856305,1.90752688172043,1.197209062943877e-05,0.00488823716737847
0.004633431085043989,1.8935483870967742,0.00010182144015640118,0.02112568032729952
0.00456989247311828,1.9064516129032258,3.9906968764797475e-06,0.002633859938476588
0.004618768328445748,1.8935483870967742,3.0129100698773043e-05,0.006968538385384763
0.004579667644183774,1.9010752688172043,3.990696876479747e-06,0.0035118132513020563
0.0046041055718475075,1.9021505376344086,0.0,0.004645692256923221
0.004731182795698925,1.881720430107527,9.783313650050453e-05,0.021523290030111056
0.004628543499511241,1.90752688172043,3.990696876479511e-06,0.002322846128461668
0.004618768328445748,1.9010752688172043,6.912089747668934e-06,0.0017559066256510282
0.004608993157380254,1.90752688172043,7.981393752959022e-06,0.004645692256923129
0.004613880742913,1.90752688172043,1.5962787505918282e-05,0.002322846128461668
0.004608993157380254,1.9118279569892473,7.981393752959022e-06,0.002322846128461633
0.004608993157380253,1.9086021505376347,2.6168749436638877e-05,0.007023626502604083
0.004716520039100684,1.9118279569892476,7.981393752959187e-05,0.0008779533128255595
0.004618768328445748,1.9086021505376343,0.0,0.0031655056868558295
0.004628543499511241,1.9010752688172043,1.0558391493007032e-05,0.0057571248760606725
0.004618768328445748,1.9096774193548385,6.912089747668934e-06,0.001520659744487177
